TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,W_Rank,MOV_Rank,SRS_Rank,ORtg_Rank,NRtg_Rank,TS%_Rank,Post_ORtg_Rank,Post_NRtg_Rank,Post_TS_PCT_Rank,Team_3PM_per100_Rank,Team_AST_per100_Rank,Opp_TOV_forced_Rank,Clutch_Win_PCT_Rank,Post_AllStar_Win_PCT_Rank,DRtg_Rank,Post_DRtg_Rank,Team_TOV_per100_Rank,Opp_FG_PCT_Rank,Opp_FG3_PCT_Rank
Golden State Warriors,24.4,15.0,50.0,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,0,2019,1,1,0,1,2,West,4.387999999999998,26.0,105.0,114.8,-9.8,0.56,10.2,25.1,14.6,0.476,0.389,15.3,0.296,0.3,1.0,30.0,30.0,30.0,30.0,30.0,28.0,28.0,29.0,23.0,28.0,8.0,6.0,30.0,26.0,26.0,25.0,17.0,23.0,30.0
Utah Jazz,28.5,52.0,20.0,55,17,9.25,-0.29,8.97,117.6,108.3,9.3,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,0.507,10.3,79.3,0.159,1,2020,0,0,0,0,1,West,0.2879999999999967,2.0,114.8,105.0,9.8,0.598,16.8,23.7,14.2,0.447,0.341,11.5,0.567,0.694,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,2.0,1.0,22.0,30.0,8.0,3.0,4.0,3.0,19.0,2.0,2.0
LA Clippers,28.8,47.0,25.0,49,23,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,1,2020,0,0,0,1,1,West,0.012000000000004,1.0,114.4,107.8,6.6,0.594,14.6,25.0,13.5,0.464,0.356,13.1,0.471,0.676,1.0,5.0,2.0,2.0,3.0,2.0,2.0,8.0,3.0,5.0,3.0,12.0,19.0,19.0,7.0,7.0,5.0,14.0,13.0,6.0
Phoenix Suns,26.6,51.0,21.0,49,23,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,0.534,12.4,78.5,0.194,1,2020,0,0,0,0,0,West,2.187999999999996,10.0,116.7,110.5,6.2,0.601,13.2,27.2,12.6,0.467,0.354,13.7,0.676,0.73,0.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,1.0,12.0,1.0,16.0,2.0,1.0,9.0,21.0,4.0,15.0,5.0
Milwaukee Bucks,28.1,46.0,26.0,48,24,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,0.536,11.5,79.7,0.157,1,2020,0,0,0,1,1,East,0.6879999999999953,5.0,114.8,109.6,5.2,0.597,14.0,24.7,13.4,0.456,0.384,12.8,0.464,0.667,1.0,7.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,7.0,14.0,23.0,20.0,8.0,10.0,11.0,12.0,5.0,29.0
Philadelphia 76ers,27.1,49.0,23.0,48,24,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,0.521,13.8,78.2,0.2,1,2020,0,0,0,0,0,East,1.6879999999999953,8.0,111.3,103.9,7.3,0.576,11.2,23.5,14.3,0.453,0.36,15.4,0.735,0.694,1.0,3.0,5.0,5.0,13.0,5.0,11.0,12.0,2.0,14.0,23.0,23.0,2.0,1.0,3.0,2.0,1.0,20.0,4.0,9.0
Denver Nuggets,26.1,47.0,25.0,47,25,4.93,-0.11,4.82,117.1,112.1,5.0,97.1,0.219,0.383,0.588,0.557,12.1,24.7,0.176,0.545,12.9,78.9,0.2,1,2020,1,0,0,0,1,West,2.687999999999996,17.0,114.0,110.0,4.0,0.584,13.0,27.1,13.6,0.469,0.363,14.2,0.581,0.722,1.0,5.0,6.0,6.0,7.0,6.0,6.0,9.0,10.0,9.0,14.0,2.0,12.0,6.0,2.0,12.0,15.0,15.0,18.0,11.0
Brooklyn Nets,28.2,48.0,24.0,46,26,4.5,-0.27,4.24,118.3,113.8,4.5,99.5,0.258,0.413,0.61,0.575,12.2,21.4,0.208,0.531,11.1,77.3,0.187,1,2020,0,0,0,0,0,East,0.5879999999999974,3.0,115.3,110.3,5.1,0.598,14.0,26.5,13.4,0.459,0.365,12.5,0.675,0.686,1.0,4.0,7.0,7.0,1.0,7.0,1.0,3.0,6.0,2.0,7.0,8.0,27.0,3.0,6.0,22.0,17.0,12.0,6.0,13.0
Los Angeles Lakers,28.2,42.0,30.0,42,30,2.79,-0.03,2.77,109.9,107.1,2.8,98.7,0.271,0.363,0.569,0.536,13.6,22.5,0.2,0.526,13.7,79.7,0.184,1,2020,1,1,1,1,2,West,0.5879999999999974,3.0,105.8,106.1,-0.3,0.562,11.1,24.7,15.2,0.46,0.352,15.2,0.6,0.514,1.0,8.0,8.0,8.0,24.0,8.0,18.0,26.0,18.0,20.0,24.0,14.0,4.0,5.0,16.0,1.0,4.0,28.0,8.0,4.0
Dallas Mavericks,26.3,42.0,30.0,41,31,2.26,-0.01,2.26,115.4,113.0,2.4,97.3,0.242,0.436,0.582,0.55,11.1,21.1,0.189,0.534,11.5,77.8,0.197,1,2020,0,0,0,1,1,West,2.487999999999996,15.0,115.0,110.1,4.9,0.587,14.1,23.3,12.3,0.46,0.365,12.9,0.545,0.632,1.0,8.0,11.0,9.0,9.0,9.0,8.0,5.0,8.0,8.0,5.0,25.0,22.0,10.0,9.0,19.0,16.0,3.0,8.0,13.0
New York Knicks,25.6,41.0,31.0,41,31,2.31,-0.18,2.13,110.6,108.2,2.4,95.9,0.242,0.347,0.559,0.524,11.9,21.9,0.19,0.509,11.7,78.6,0.196,1,2020,0,0,0,0,0,East,3.187999999999996,18.0,109.8,104.8,5.0,0.567,12.1,22.0,13.3,0.44,0.337,13.1,0.556,0.629,0.0,11.0,10.0,11.0,23.0,9.0,23.0,18.0,7.0,18.0,18.0,27.0,19.0,9.0,10.0,3.0,2.0,8.0,1.0,1.0
Atlanta Hawks,25.4,41.0,31.0,41,31,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,0.53,11.1,77.8,0.19,1,2020,0,0,0,0,0,East,3.387999999999998,22.0,115.1,110.3,4.8,0.589,12.5,24.3,13.3,0.463,0.349,12.4,0.5,0.694,0.0,11.0,9.0,10.0,8.0,9.0,9.0,4.0,9.0,7.0,16.0,17.0,29.0,14.0,3.0,21.0,17.0,8.0,12.0,3.0
Portland Trail Blazers,27.4,42.0,30.0,40,32,1.79,0.01,1.81,117.8,116.0,1.8,98.4,0.238,0.448,0.577,0.54,9.9,23.0,0.195,0.546,11.2,77.5,0.203,1,2020,0,0,0,0,0,West,1.387999999999998,6.0,116.7,113.1,3.6,0.583,15.9,21.5,11.2,0.473,0.372,12.5,0.649,0.568,1.0,8.0,12.0,12.0,2.0,12.0,13.0,1.0,11.0,11.0,2.0,30.0,27.0,4.0,13.0,29.0,26.0,1.0,23.0,20.0
Boston Celtics,25.1,36.0,36.0,39,33,1.46,-0.14,1.32,114.0,112.5,1.5,98.3,0.234,0.409,0.574,0.543,12.5,24.3,0.181,0.539,12.8,78.1,0.215,1,2020,1,0,0,0,1,East,3.6879999999999953,23.0,111.4,109.9,1.6,0.578,13.7,23.5,14.1,0.464,0.374,14.2,0.395,0.472,1.0,16.0,13.0,13.0,10.0,13.0,16.0,11.0,13.0,13.0,10.0,23.0,12.0,27.0,18.0,14.0,13.0,18.0,13.0,22.0
Golden State Warriors,26.7,39.0,33.0,38,34,1.06,0.04,1.1,111.1,110.1,1.0,102.2,0.239,0.439,0.583,0.551,13.3,17.9,0.188,0.522,13.1,76.6,0.223,0,2020,0,0,0,0,0,West,2.0879999999999974,9.0,110.3,108.7,1.5,0.593,14.1,26.9,14.6,0.452,0.359,14.6,0.5,0.571,0.0,14.0,14.0,14.0,19.0,14.0,7.0,17.0,15.0,6.0,5.0,4.0,7.0,14.0,12.0,5.0,6.0,24.0,3.0,8.0
Memphis Grizzlies,24.2,38.0,34.0,38,34,1.03,0.04,1.07,112.0,111.0,1.0,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,1,2020,0,0,0,0,0,West,4.587999999999997,27.0,110.8,109.2,1.6,0.563,11.0,26.5,13.1,0.462,0.367,14.6,0.5,0.55,0.0,15.0,15.0,15.0,15.0,14.0,22.0,15.0,13.0,19.0,25.0,8.0,7.0,14.0,14.0,6.0,8.0,6.0,11.0,18.0
Miami Heat,27.4,40.0,32.0,36,36,0.03,-0.09,-0.06,111.2,111.2,0.0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,1,2020,1,1,0,0,1,East,1.387999999999998,6.0,112.2,109.4,2.8,0.584,13.2,26.9,14.4,0.459,0.365,15.4,0.529,0.611,1.0,13.0,16.0,16.0,17.0,16.0,9.0,10.0,12.0,9.0,12.0,4.0,2.0,12.0,11.0,7.0,9.0,21.0,6.0,13.0
Indiana Pacers,26.5,34.0,38.0,36,36,-0.04,-0.08,-0.13,112.4,112.4,0.0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,0,2020,0,0,0,0,0,East,2.2879999999999967,13.0,110.9,110.4,0.5,0.575,12.0,26.6,13.1,0.468,0.366,14.4,0.5,0.486,1.0,17.0,17.0,17.0,14.0,16.0,14.0,14.0,16.0,15.0,19.0,7.0,10.0,14.0,17.0,13.0,19.0,6.0,16.0,16.0
New Orleans Pelicans,24.8,31.0,41.0,35,37,-0.29,0.1,-0.2,113.5,113.8,-0.3,100.1,0.293,0.342,0.57,0.537,12.7,26.3,0.214,0.55,11.9,80.0,0.186,0,2020,0,0,0,0,0,West,3.987999999999996,24.0,108.1,109.0,-0.9,0.559,10.4,25.6,14.4,0.469,0.38,13.2,0.436,0.444,0.0,21.0,18.0,18.0,12.0,18.0,17.0,21.0,19.0,22.0,27.0,10.0,18.0,22.0,20.0,22.0,7.0,21.0,18.0,25.0
Toronto Raptors,26.6,27.0,45.0,35,37,-0.47,-0.07,-0.54,112.0,112.5,-0.5,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,0.543,14.4,76.3,0.234,0,2020,0,0,0,0,1,East,2.187999999999996,10.0,107.6,110.4,-2.8,0.555,14.5,24.2,13.3,0.461,0.379,16.2,0.282,0.278,1.0,24.0,19.0,19.0,15.0,19.0,20.0,22.0,23.0,26.0,4.0,19.0,1.0,29.0,25.0,14.0,19.0,8.0,10.0,24.0
Chicago Bulls,25.6,31.0,41.0,34,38,-0.89,-0.05,-0.94,111.1,112.0,-0.9,99.0,0.197,0.383,0.575,0.547,13.6,22.3,0.156,0.538,11.6,80.3,0.196,0,2020,0,0,0,0,0,East,3.187999999999996,18.0,107.4,109.6,-2.1,0.56,12.5,26.7,15.1,0.473,0.356,12.7,0.4,0.395,0.0,21.0,20.0,20.0,19.0,20.0,14.0,23.0,22.0,21.0,16.0,6.0,26.0,26.0,23.0,11.0,11.0,26.0,23.0,6.0
San Antonio Spurs,26.2,33.0,39.0,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,0.243,0.314,0.554,0.517,10.2,20.0,0.192,0.541,11.8,77.3,0.174,0,2020,0,0,0,0,0,West,2.5879999999999974,16.0,109.1,112.5,-3.5,0.556,9.9,24.3,11.3,0.472,0.377,13.1,0.421,0.375,0.0,19.0,21.0,21.0,21.0,21.0,26.0,20.0,24.0,25.0,29.0,17.0,19.0,25.0,24.0,17.0,24.0,2.0,22.0,23.0
Washington Wizards,26.6,34.0,38.0,32,40,-1.83,-0.01,-1.85,111.2,113.0,-1.8,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,0.539,12.5,77.6,0.217,1,2020,0,0,0,0,0,East,2.187999999999996,10.0,109.7,109.5,0.3,0.575,9.7,24.2,13.7,0.471,0.369,13.9,0.487,0.526,0.0,17.0,22.0,22.0,17.0,21.0,18.0,19.0,17.0,15.0,30.0,19.0,15.0,18.0,15.0,19.0,10.0,16.0,20.0,19.0
Charlotte Hornets,24.6,33.0,39.0,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,0.238,0.422,0.564,0.532,13.3,23.5,0.181,0.55,13.2,75.7,0.163,0,2020,0,0,0,0,0,East,4.187999999999995,25.0,106.5,110.7,-4.2,0.554,13.8,27.0,14.9,0.468,0.366,14.8,0.581,0.432,0.0,19.0,23.0,23.0,22.0,23.0,21.0,24.0,25.0,27.0,9.0,3.0,6.0,6.0,22.0,17.0,22.0,25.0,16.0,16.0
Sacramento Kings,25.6,31.0,41.0,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,0.248,0.376,0.578,0.549,12.0,21.3,0.185,0.557,12.1,75.0,0.199,0,2020,0,0,0,0,0,West,3.187999999999996,18.0,110.6,112.0,-1.4,0.581,12.0,25.3,13.3,0.488,0.38,13.6,0.524,0.472,0.0,21.0,24.0,24.0,11.0,24.0,12.0,16.0,20.0,12.0,19.0,11.0,17.0,13.0,18.0,30.0,23.0,8.0,30.0,25.0
Detroit Pistons,24.5,20.0,52.0,26,46,-4.47,0.09,-4.38,108.0,112.5,-4.5,97.9,0.273,0.385,0.556,0.519,13.5,21.9,0.207,0.541,12.6,76.9,0.195,0,2020,0,0,0,0,0,East,4.287999999999997,26.0,105.1,109.9,-4.8,0.559,11.7,24.4,15.1,0.476,0.362,14.1,0.219,0.278,0.0,29.0,25.0,25.0,26.0,25.0,24.0,27.0,26.0,22.0,21.0,16.0,14.0,30.0,25.0,14.0,13.0,26.0,26.0,10.0
Minnesota Timberwolves,23.2,23.0,49.0,24,48,-5.56,0.31,-5.25,109.5,115.0,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,0,2020,0,0,0,0,0,West,5.587999999999997,29.0,111.2,113.0,-1.7,0.575,12.8,25.0,13.9,0.482,0.392,14.9,0.462,0.444,0.0,25.0,26.0,26.0,25.0,26.0,25.0,13.0,21.0,15.0,15.0,12.0,5.0,21.0,20.0,28.0,25.0,17.0,28.0,30.0
Houston Rockets,26.5,17.0,55.0,20,52,-7.9,0.4,-7.5,107.1,114.9,-7.8,101.4,0.252,0.459,0.553,0.521,13.0,19.8,0.187,0.555,12.9,77.1,0.201,0,2020,0,0,0,1,2,West,2.2879999999999967,13.0,106.2,116.3,-10.0,0.557,13.6,23.2,14.5,0.48,0.382,14.4,0.292,0.158,1.0,30.0,27.0,27.0,27.0,27.0,27.0,25.0,27.0,24.0,11.0,26.0,10.0,28.0,30.0,27.0,30.0,23.0,27.0,27.0
Cleveland Cavaliers,24.0,22.0,50.0,18,54,-8.44,0.25,-8.19,105.8,114.4,-8.6,97.3,0.261,0.347,0.543,0.508,13.9,23.6,0.194,0.556,13.0,76.6,0.183,0,2020,0,0,0,0,0,East,4.787999999999997,28.0,103.4,113.5,-10.1,0.546,10.1,24.1,15.7,0.484,0.383,14.5,0.423,0.222,0.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,21.0,9.0,24.0,27.0,25.0,28.0,29.0,29.0,28.0
Orlando Magic,25.6,21.0,51.0,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,0.547,11.5,78.2,0.169,0,2020,0,0,0,0,0,East,3.187999999999996,18.0,101.7,113.4,-11.7,0.522,11.0,21.9,12.9,0.471,0.373,12.8,0.433,0.222,1.0,28.0,29.0,29.0,29.0,29.0,30.0,29.0,29.0,30.0,25.0,28.0,23.0,23.0,27.0,26.0,27.0,5.0,20.0,21.0
Oklahoma City Thunder,22.8,22.0,50.0,15,57,-10.64,0.51,-10.13,103.5,114.0,-10.5,101.0,0.242,0.399,0.539,0.509,14.2,21.2,0.176,0.547,11.5,77.9,0.167,0,2020,0,0,0,0,1,West,5.987999999999996,30.0,100.2,115.7,-15.5,0.529,11.7,21.6,15.8,0.473,0.364,12.8,0.533,0.194,1.0,26.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,21.0,29.0,23.0,11.0,29.0,24.0,29.0,30.0,23.0,12.0
Boston Celtics,26.1,51.0,31.0,59,23,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,0.502,12.5,77.3,0.183,1,2021,0,0,0,0,0,East,2.687999999999996,13.0,121.1,107.4,13.6,0.62,13.4,25.2,13.9,0.434,0.339,14.0,0.371,0.773,1.0,6.0,2.0,1.0,7.0,1.0,9.0,1.0,1.0,1.0,9.0,13.0,11.0,29.0,1.0,1.0,2.0,13.0,1.0,1.0
Phoenix Suns,27.5,64.0,18.0,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,1,2021,1,1,0,1,1,West,1.2879999999999967,7.0,113.7,108.5,5.1,0.591,11.5,27.2,12.9,0.444,0.34,14.6,0.786,0.667,1.0,1.0,1.0,2.0,4.0,1.0,5.0,13.0,4.0,10.0,22.0,5.0,7.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0
Utah Jazz,29.3,49.0,33.0,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,1,2021,0,0,0,0,1,West,0.512000000000004,3.0,114.6,110.6,4.0,0.581,14.9,22.9,14.3,0.453,0.35,12.3,0.425,0.542,1.0,9.0,3.0,3.0,1.0,3.0,2.0,11.0,9.0,17.0,1.0,27.0,29.0,20.0,16.0,9.0,10.0,20.0,9.0,12.0
Memphis Grizzlies,24.0,56.0,26.0,55,27,5.68,-0.32,5.37,114.6,109.0,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,1,2021,0,0,0,0,0,West,4.787999999999997,27.0,114.6,106.5,8.1,0.562,11.4,25.7,13.0,0.455,0.349,14.9,0.656,0.682,1.0,2.0,4.0,5.0,5.0,4.0,24.0,11.0,2.0,24.0,24.0,8.0,4.0,2.0,3.0,4.0,1.0,6.0,10.0,11.0
Golden State Warriors,27.6,53.0,29.0,55,27,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,0.509,13.0,78.7,0.201,1,2021,0,0,0,1,1,West,1.1879999999999953,6.0,112.4,108.7,3.7,0.587,14.5,27.4,15.0,0.438,0.339,14.6,0.548,0.478,0.0,3.0,5.0,4.0,17.0,4.0,4.0,18.0,12.0,13.0,2.0,4.0,7.0,11.0,18.0,1.0,6.0,29.0,2.0,1.0
Miami Heat,28.2,53.0,29.0,53,29,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,1,2021,0,0,0,0,1,East,0.5879999999999974,4.0,113.6,108.9,4.7,0.607,13.9,26.2,14.9,0.447,0.339,15.4,0.605,0.652,1.0,3.0,6.0,6.0,10.0,6.0,3.0,14.0,6.0,5.0,4.0,6.0,3.0,5.0,7.0,5.0,7.0,28.0,4.0,1.0
Dallas Mavericks,26.7,52.0,30.0,50,32,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,1,2021,0,0,0,0,1,West,2.0879999999999974,11.0,115.2,111.2,4.0,0.599,13.6,24.4,13.0,0.457,0.34,13.6,0.579,0.739,1.0,5.0,8.0,8.0,15.0,7.0,13.0,9.0,9.0,8.0,7.0,16.0,16.0,7.0,2.0,6.0,12.0,6.0,12.0,4.0
Milwaukee Bucks,28.5,51.0,31.0,49,33,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,1,2021,1,1,1,1,1,East,0.2879999999999967,1.0,116.8,114.1,2.7,0.599,13.9,23.7,13.3,0.456,0.356,12.9,0.585,0.682,1.0,6.0,7.0,7.0,3.0,8.0,7.0,5.0,17.0,8.0,4.0,20.0,26.0,6.0,3.0,14.0,20.0,10.0,11.0,19.0
Philadelphia 76ers,26.8,51.0,31.0,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,1,2021,0,0,0,1,1,East,1.987999999999996,10.0,116.2,111.2,5.0,0.606,11.9,24.4,12.9,0.458,0.346,13.6,0.533,0.667,1.0,6.0,10.0,9.0,12.0,9.0,9.0,7.0,5.0,6.0,20.0,16.0,16.0,12.0,5.0,12.0,12.0,4.0,13.0,9.0
Minnesota Timberwolves,24.2,46.0,36.0,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,1,2021,0,0,0,0,0,West,4.587999999999997,25.0,117.2,111.6,5.7,0.612,14.5,25.2,14.1,0.46,0.35,16.0,0.526,0.652,0.0,12.0,9.0,10.0,8.0,10.0,12.0,4.0,3.0,3.0,2.0,13.0,2.0,13.0,7.0,13.0,14.0,17.0,16.0,12.0
Denver Nuggets,27.7,48.0,34.0,47,35,2.3,-0.15,2.16,114.5,112.1,2.4,97.8,0.244,0.416,0.59,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,1,2021,0,0,0,1,1,West,1.0879999999999974,5.0,116.4,113.7,2.7,0.616,12.8,28.1,14.6,0.47,0.346,12.9,0.575,0.625,1.0,10.0,11.0,12.0,6.0,11.0,1.0,6.0,17.0,2.0,13.0,1.0,26.0,9.0,11.0,15.0,19.0,25.0,21.0,9.0
Toronto Raptors,24.8,48.0,34.0,47,35,2.29,0.08,2.38,112.9,110.5,2.4,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,1,2021,0,0,0,0,0,East,3.987999999999996,22.0,111.1,108.4,2.8,0.544,12.2,22.6,12.8,0.462,0.354,16.2,0.578,0.64,0.0,10.0,12.0,11.0,14.0,11.0,27.0,22.0,16.0,28.0,15.0,28.0,1.0,8.0,9.0,9.0,4.0,3.0,17.0,18.0
Cleveland Cavaliers,24.7,44.0,38.0,47,35,2.12,-0.08,2.04,111.9,109.7,2.2,96.1,0.261,0.387,0.571,0.538,13.2,24.0,0.198,0.52,12.3,76.5,0.172,0,2021,0,0,0,0,0,East,4.087999999999997,23.0,112.3,114.1,-1.8,0.582,12.0,25.9,14.8,0.452,0.353,13.8,0.478,0.375,0.0,14.0,13.0,13.0,20.0,13.0,15.0,19.0,19.0,16.0,19.0,7.0,13.0,16.0,22.0,7.0,20.0,27.0,7.0,15.0
Atlanta Hawks,26.1,43.0,39.0,45,37,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,1,2021,1,0,0,0,0,East,2.687999999999996,13.0,117.6,112.9,4.7,0.59,13.0,24.9,12.0,0.471,0.364,12.9,0.474,0.625,1.0,16.0,14.0,14.0,2.0,14.0,5.0,3.0,6.0,11.0,11.0,15.0,26.0,17.0,11.0,26.0,17.0,1.0,23.0,25.0
Brooklyn Nets,29.1,44.0,38.0,43,39,0.78,0.04,0.82,113.6,112.8,0.8,99.0,0.246,0.359,0.576,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,1,2021,0,0,0,0,1,East,0.3120000000000047,2.0,115.2,112.3,2.9,0.602,11.5,25.3,14.1,0.452,0.345,13.3,0.524,0.565,1.0,14.0,15.0,15.0,11.0,15.0,11.0,9.0,14.0,7.0,22.0,12.0,20.0,14.0,14.0,18.0,16.0,17.0,7.0,7.0
Charlotte Hornets,25.5,43.0,39.0,42,40,0.44,0.09,0.53,114.1,113.7,0.4,100.0,0.234,0.418,0.572,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,0,2021,0,0,0,0,0,East,3.2879999999999967,21.0,118.3,114.3,4.0,0.608,13.7,27.7,13.1,0.466,0.362,14.8,0.514,0.636,0.0,16.0,16.0,16.0,9.0,16.0,13.0,2.0,9.0,4.0,6.0,2.0,5.0,15.0,10.0,23.0,23.0,9.0,19.0,22.0
San Antonio Spurs,24.5,34.0,48.0,41,41,0.12,-0.1,0.02,112.4,112.3,0.1,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,0,2021,0,0,0,0,0,West,4.287999999999997,24.0,111.4,113.2,-1.8,0.569,11.2,27.6,12.6,0.466,0.36,13.6,0.385,0.478,0.0,22.0,17.0,18.0,18.0,17.0,23.0,20.0,19.0,22.0,27.0,3.0,16.0,28.0,18.0,16.0,18.0,2.0,19.0,20.0
LA Clippers,27.5,42.0,40.0,41,41,0.02,0.06,0.09,110.1,110.1,0.0,98.0,0.224,0.391,0.564,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,0,2021,1,0,0,0,2,West,1.2879999999999967,7.0,113.5,110.5,2.9,0.584,12.9,24.2,13.9,0.45,0.345,13.7,0.571,0.571,1.0,18.0,18.0,17.0,24.0,18.0,19.0,16.0,14.0,14.0,12.0,18.0,15.0,10.0,13.0,8.0,9.0,13.0,6.0,7.0
New York Knicks,26.0,37.0,45.0,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,0,2021,0,0,0,0,1,East,2.7879999999999967,15.0,111.3,108.1,3.2,0.562,13.6,22.5,13.7,0.447,0.342,13.1,0.409,0.522,1.0,19.0,19.0,19.0,22.0,19.0,25.0,21.0,13.0,24.0,7.0,29.0,24.0,25.0,17.0,9.0,3.0,12.0,4.0,6.0
Chicago Bulls,26.3,46.0,36.0,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,0.248,0.332,0.579,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,1,2021,0,0,0,0,0,East,2.487999999999996,12.0,108.3,115.8,-7.5,0.566,10.7,24.1,13.0,0.474,0.366,13.2,0.61,0.348,0.0,12.0,20.0,20.0,13.0,20.0,8.0,25.0,27.0,23.0,29.0,19.0,22.0,4.0,24.0,22.0,25.0,6.0,26.0,27.0
New Orleans Pelicans,25.6,36.0,46.0,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,1,2021,0,0,0,0,0,West,3.187999999999996,19.0,115.4,110.7,4.7,0.577,10.8,25.4,14.3,0.471,0.365,14.4,0.438,0.565,0.0,20.0,21.0,21.0,19.0,21.0,22.0,8.0,6.0,19.0,28.0,10.0,9.0,19.0,14.0,20.0,11.0,20.0,23.0,26.0
