TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,115.1,110.3,4.8,0.589,12.5,24.3,13.3,0.463,0.349,12.4,0.5,0.694,0,2020
1610612738,Boston Celtics,111.4,109.9,1.6,0.578,13.7,23.5,14.1,0.464,0.374,14.2,0.395,0.472,1,2020
1610612751,Brooklyn Nets,115.3,110.3,5.1,0.598,14.0,26.5,13.4,0.459,0.365,12.5,0.675,0.686,1,2020
1610612766,Charlotte Hornets,106.5,110.7,-4.2,0.554,13.8,27.0,14.9,0.468,0.366,14.8,0.581,0.432,0,2020
1610612741,Chicago Bulls,107.4,109.6,-2.1,0.56,12.5,26.7,15.1,0.473,0.356,12.7,0.4,0.395,0,2020
1610612739,Cleveland Cavaliers,103.4,113.5,-10.1,0.546,10.1,24.1,15.7,0.484,0.383,14.5,0.423,0.222,0,2020
1610612742,Dallas Mavericks,115.0,110.1,4.9,0.587,14.1,23.3,12.3,0.46,0.365,12.9,0.545,0.632,1,2020
1610612743,Denver Nuggets,114.0,110.0,4.0,0.584,13.0,27.1,13.6,0.469,0.363,14.2,0.581,0.722,1,2020
1610612765,Detroit Pistons,105.1,109.9,-4.8,0.559,11.7,24.4,15.1,0.476,0.362,14.1,0.219,0.278,0,2020
1610612744,Golden State Warriors,110.3,108.7,1.5,0.593,14.1,26.9,14.6,0.452,0.359,14.6,0.5,0.571,0,2020
1610612745,Houston Rockets,106.2,116.3,-10.0,0.557,13.6,23.2,14.5,0.48,0.382,14.4,0.292,0.158,1,2020
1610612754,Indiana Pacers,110.9,110.4,0.5,0.575,12.0,26.6,13.1,0.468,0.366,14.4,0.5,0.486,1,2020
1610612746,LA Clippers,114.4,107.8,6.6,0.594,14.6,25.0,13.5,0.464,0.356,13.1,0.471,0.676,1,2020
1610612747,Los Angeles Lakers,105.8,106.1,-0.3,0.562,11.1,24.7,15.2,0.46,0.352,15.2,0.6,0.514,1,2020
1610612763,Memphis Grizzlies,110.8,109.2,1.6,0.563,11.0,26.5,13.1,0.462,0.367,14.6,0.5,0.55,0,2020
1610612748,Miami Heat,112.2,109.4,2.8,0.584,13.2,26.9,14.4,0.459,0.365,15.4,0.529,0.611,1,2020
1610612749,Milwaukee Bucks,114.8,109.6,5.2,0.597,14.0,24.7,13.4,0.456,0.384,12.8,0.464,0.667,1,2020
1610612750,Minnesota Timberwolves,111.2,113.0,-1.7,0.575,12.8,25.0,13.9,0.482,0.392,14.9,0.462,0.444,0,2020
1610612740,New Orleans Pelicans,108.1,109.0,-0.9,0.559,10.4,25.6,14.4,0.469,0.38,13.2,0.436,0.444,0,2020
1610612752,New York Knicks,109.8,104.8,5.0,0.567,12.1,22.0,13.3,0.44,0.337,13.1,0.556,0.629,0,2020
1610612760,Oklahoma City Thunder,100.2,115.7,-15.5,0.529,11.7,21.6,15.8,0.473,0.364,12.8,0.533,0.194,1,2020
1610612753,Orlando Magic,101.7,113.4,-11.7,0.522,11.0,21.9,12.9,0.471,0.373,12.8,0.433,0.222,1,2020
1610612755,Philadelphia 76ers,111.3,103.9,7.3,0.576,11.2,23.5,14.3,0.453,0.36,15.4,0.735,0.694,1,2020
1610612756,Phoenix Suns,116.7,110.5,6.2,0.601,13.2,27.2,12.6,0.467,0.354,13.7,0.676,0.73,0,2020
1610612757,Portland Trail Blazers,116.7,113.1,3.6,0.583,15.9,21.5,11.2,0.473,0.372,12.5,0.649,0.568,1,2020
1610612758,Sacramento Kings,110.6,112.0,-1.4,0.581,12.0,25.3,13.3,0.488,0.38,13.6,0.524,0.472,0,2020
1610612759,San Antonio Spurs,109.1,112.5,-3.5,0.556,9.9,24.3,11.3,0.472,0.377,13.1,0.421,0.375,0,2020
1610612761,Toronto Raptors,107.6,110.4,-2.8,0.555,14.5,24.2,13.3,0.461,0.379,16.2,0.282,0.278,1,2020
1610612762,Utah Jazz,114.8,105.0,9.8,0.598,16.8,23.7,14.2,0.447,0.341,11.5,0.567,0.694,1,2020
1610612764,Washington Wizards,109.7,109.5,0.3,0.575,9.7,24.2,13.7,0.471,0.369,13.9,0.487,0.526,0,2020
