TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,101.0,102.7,-1.7,0.537,9.0,24.0,16.0,0.444,0.357,15.6,0.591,0.423,1,2016
1610612738,Boston Celtics,106.2,104.0,2.3,0.561,12.3,25.8,13.6,0.45,0.332,14.3,0.653,0.64,1,2016
1610612751,Brooklyn Nets,103.3,105.1,-1.9,0.553,10.5,21.0,16.2,0.458,0.366,13.0,0.317,0.423,0,2016
1610612766,Charlotte Hornets,109.7,109.5,0.1,0.557,10.4,23.8,11.9,0.456,0.369,13.5,0.431,0.462,1,2016
1610612741,Chicago Bulls,105.0,102.2,2.8,0.541,7.9,23.4,14.0,0.456,0.345,13.9,0.548,0.52,0,2016
1610612739,Cleveland Cavaliers,110.6,111.1,-0.5,0.584,13.3,23.2,14.0,0.458,0.361,12.9,0.639,0.444,1,2016
1610612742,Dallas Mavericks,102.7,106.8,-4.1,0.539,11.5,22.2,12.7,0.469,0.38,16.0,0.463,0.423,1,2016
1610612743,Denver Nuggets,112.6,109.7,2.9,0.588,10.7,25.4,15.0,0.477,0.375,12.0,0.4,0.577,0,2016
1610612765,Detroit Pistons,102.4,105.9,-3.5,0.502,8.0,22.0,12.3,0.46,0.366,13.3,0.405,0.4,1,2016
1610612744,Golden State Warriors,111.0,100.0,11.0,0.58,11.9,30.1,14.6,0.435,0.324,15.4,0.64,0.769,1,2016
1610612745,Houston Rockets,112.5,108.5,4.0,0.58,14.2,25.0,15.0,0.463,0.343,14.9,0.561,0.625,1,2016
1610612754,Indiana Pacers,107.8,106.0,1.8,0.556,8.9,23.1,14.1,0.451,0.355,15.3,0.579,0.52,1,2016
1610612746,LA Clippers,112.6,107.5,5.1,0.589,10.6,23.2,13.3,0.452,0.35,13.6,0.588,0.615,1,2016
1610612747,Los Angeles Lakers,103.2,111.2,-8.0,0.536,9.0,21.1,15.3,0.483,0.37,14.6,0.326,0.292,0,2016
1610612763,Memphis Grizzlies,105.8,108.8,-3.0,0.541,10.0,22.6,13.7,0.443,0.354,15.2,0.522,0.375,1,2016
1610612748,Miami Heat,109.3,103.7,5.6,0.557,10.3,22.1,14.0,0.45,0.343,14.2,0.477,0.64,1,2016
1610612749,Milwaukee Bucks,105.3,105.5,-0.2,0.56,9.2,25.3,14.6,0.458,0.353,15.4,0.538,0.63,0,2016
1610612750,Minnesota Timberwolves,109.5,110.8,-1.3,0.558,7.6,24.7,14.6,0.475,0.366,14.9,0.333,0.36,0,2016
1610612740,New Orleans Pelicans,105.5,105.6,-0.1,0.548,9.4,22.9,12.9,0.45,0.353,14.0,0.386,0.44,0,2016
1610612752,New York Knicks,103.4,109.0,-5.5,0.528,8.8,22.4,14.3,0.455,0.348,13.3,0.442,0.32,0,2016
1610612760,Oklahoma City Thunder,107.1,105.4,1.7,0.544,8.5,21.2,15.2,0.459,0.356,13.9,0.619,0.6,1,2016
1610612753,Orlando Magic,102.9,109.9,-7.1,0.529,8.8,22.8,13.7,0.467,0.367,13.4,0.462,0.333,0,2016
1610612755,Philadelphia 76ers,102.7,107.9,-5.2,0.545,10.2,23.8,16.7,0.461,0.357,15.2,0.477,0.269,0,2016
1610612756,Phoenix Suns,103.7,109.9,-6.3,0.536,7.4,19.3,15.2,0.467,0.382,14.7,0.34,0.24,0,2016
1610612757,Portland Trail Blazers,110.7,105.4,5.3,0.574,10.5,21.4,13.9,0.455,0.37,13.0,0.489,0.692,1,2016
1610612758,Sacramento Kings,104.1,110.2,-6.1,0.559,9.3,23.3,15.2,0.462,0.364,14.5,0.49,0.32,0,2016
1610612759,San Antonio Spurs,106.2,100.8,5.4,0.548,9.6,24.9,14.1,0.443,0.344,15.1,0.674,0.692,1,2016
1610612761,Toronto Raptors,107.3,102.3,5.0,0.555,9.2,19.3,13.2,0.449,0.354,15.3,0.51,0.72,1,2016
1610612762,Utah Jazz,107.9,105.2,2.7,0.562,10.4,21.8,14.8,0.443,0.358,13.1,0.6,0.64,0,2016
1610612764,Washington Wizards,109.0,110.7,-1.7,0.564,9.3,24.1,14.3,0.466,0.364,15.5,0.582,0.556,0,2016
