TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,110.0,104.4,5.6,0.548,7.0,23.8,13.0,0.46,0.345,15.1,0.579,0.645,1,2009
1610612738,Boston Celtics,106.3,104.3,2.0,0.56,6.6,25.4,16.0,0.451,0.342,16.9,0.625,0.563,1,2009
1610612766,Charlotte Bobcats,102.5,99.9,2.6,0.541,6.1,22.1,17.2,0.448,0.338,16.7,0.5,0.581,0,2009
1610612741,Chicago Bulls,105.0,105.1,-0.1,0.541,4.5,21.9,15.1,0.442,0.348,14.0,0.535,0.516,1,2009
1610612739,Cleveland Cavaliers,108.5,103.7,4.7,0.559,7.9,24.2,15.0,0.442,0.347,13.8,0.694,0.643,1,2009
1610612742,Dallas Mavericks,108.0,102.4,5.6,0.555,7.2,24.7,13.7,0.457,0.347,15.4,0.717,0.767,1,2009
1610612743,Denver Nuggets,108.5,105.8,2.7,0.55,6.9,21.8,14.4,0.456,0.349,15.7,0.541,0.621,1,2009
1610612765,Detroit Pistons,106.3,112.3,-6.0,0.537,5.1,21.6,14.9,0.48,0.375,15.9,0.426,0.29,1,2009
1610612744,Golden State Warriors,107.9,111.2,-3.3,0.562,7.6,22.1,14.4,0.485,0.375,17.3,0.293,0.387,0,2009
1610612745,Houston Rockets,106.6,108.0,-1.4,0.554,8.2,22.8,15.1,0.475,0.364,15.4,0.511,0.484,1,2009
1610612754,Indiana Pacers,104.8,104.3,0.6,0.552,8.2,21.6,15.4,0.453,0.363,15.3,0.371,0.467,0,2009
1610612746,Los Angeles Clippers,100.7,110.9,-10.2,0.529,6.3,23.6,16.8,0.47,0.363,13.8,0.543,0.267,0,2009
1610612747,Los Angeles Lakers,104.7,103.9,0.8,0.534,6.9,22.3,14.1,0.446,0.328,15.0,0.667,0.571,1,2009
1610612763,Memphis Grizzlies,103.8,107.4,-3.6,0.531,4.4,19.7,16.0,0.478,0.354,14.9,0.578,0.452,0,2009
1610612748,Miami Heat,104.7,98.7,6.0,0.542,6.6,20.7,14.4,0.439,0.342,15.8,0.5,0.724,1,2009
1610612749,Milwaukee Bucks,103.3,99.7,3.5,0.525,8.4,22.6,14.1,0.451,0.343,16.3,0.533,0.71,0,2009
1610612750,Minnesota Timberwolves,99.2,112.1,-12.9,0.527,5.0,20.3,16.7,0.48,0.366,14.7,0.324,0.069,0,2009
1610612751,New Jersey Nets,102.3,108.1,-5.8,0.522,4.9,20.2,15.5,0.481,0.366,15.1,0.214,0.267,0,2009
1610612740,New Orleans Hornets,105.3,110.7,-5.4,0.55,7.4,23.7,14.3,0.483,0.355,15.2,0.537,0.31,1,2009
1610612752,New York Knicks,106.6,113.2,-6.6,0.555,9.4,22.5,14.6,0.486,0.352,15.0,0.432,0.323,0,2009
1610612760,Oklahoma City Thunder,109.8,104.4,5.3,0.56,5.4,21.1,15.8,0.448,0.34,15.9,0.467,0.645,0,2009
1610612753,Orlando Magic,114.7,100.8,13.9,0.592,11.0,21.2,15.2,0.438,0.363,13.8,0.529,0.821,1,2009
1610612755,Philadelphia 76ers,103.5,111.3,-7.8,0.537,6.2,22.5,15.6,0.472,0.393,15.5,0.311,0.233,1,2009
1610612756,Phoenix Suns,115.3,104.1,11.2,0.595,9.2,24.1,15.2,0.452,0.355,13.4,0.561,0.793,0,2009
1610612757,Portland Trail Blazers,109.4,102.2,7.2,0.541,6.7,22.8,13.8,0.464,0.343,15.0,0.6,0.704,1,2009
1610612758,Sacramento Kings,100.4,106.4,-6.0,0.516,6.1,21.4,15.6,0.469,0.357,14.3,0.327,0.233,0,2009
1610612759,San Antonio Spurs,107.4,101.9,5.5,0.552,7.3,24.0,14.7,0.452,0.343,13.6,0.463,0.645,1,2009
1610612761,Toronto Raptors,108.1,112.0,-4.0,0.563,6.7,23.3,14.2,0.468,0.366,13.4,0.571,0.367,0,2009
1610612762,Utah Jazz,109.5,103.9,5.6,0.568,5.6,28.1,16.0,0.449,0.354,15.9,0.563,0.677,1,2009
1610612764,Washington Wizards,100.6,107.0,-6.4,0.523,5.6,20.3,15.9,0.463,0.36,14.6,0.391,0.281,0,2009
