TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,102.6,96.8,5.8,0.551,10.1,26.1,15.2,0.432,0.338,16.4,0.545,0.63,1,2015
1610612738,Boston Celtics,104.7,103.7,1.0,0.528,8.8,24.2,13.8,0.441,0.336,16.5,0.543,0.593,1,2015
1610612751,Brooklyn Nets,104.0,111.8,-7.9,0.538,6.7,23.1,15.3,0.479,0.369,14.7,0.366,0.25,1,2015
1610612766,Charlotte Hornets,108.5,101.8,6.7,0.562,11.0,22.3,12.9,0.444,0.349,13.8,0.524,0.724,0,2015
1610612741,Chicago Bulls,104.8,108.0,-3.2,0.541,8.1,23.4,14.2,0.441,0.345,12.2,0.587,0.5,1,2015
1610612739,Cleveland Cavaliers,110.3,104.4,5.9,0.572,11.3,24.0,14.3,0.448,0.347,14.1,0.576,0.633,1,2015
1610612742,Dallas Mavericks,107.9,106.2,1.7,0.558,10.1,22.8,13.2,0.451,0.342,14.4,0.51,0.481,1,2015
1610612743,Denver Nuggets,103.8,108.2,-4.4,0.538,8.2,23.3,15.1,0.461,0.371,14.1,0.481,0.393,0,2015
1610612765,Detroit Pistons,105.2,105.8,-0.6,0.538,9.3,20.1,14.0,0.461,0.355,13.8,0.595,0.607,0,2015
1610612744,Golden State Warriors,111.4,103.9,7.5,0.59,13.0,28.6,15.0,0.435,0.332,14.3,0.882,0.833,1,2015
1610612745,Houston Rockets,108.1,104.0,4.1,0.559,10.8,22.4,16.1,0.459,0.361,16.7,0.571,0.519,1,2015
1610612754,Indiana Pacers,103.1,101.3,1.8,0.54,8.2,21.6,15.1,0.44,0.334,16.1,0.566,0.586,0,2015
1610612746,LA Clippers,107.0,100.7,6.3,0.563,10.0,23.4,13.3,0.434,0.338,15.8,0.595,0.621,1,2015
1610612747,Los Angeles Lakers,101.0,111.6,-10.6,0.516,8.1,18.6,14.2,0.473,0.347,13.1,0.333,0.222,0,2015
1610612763,Memphis Grizzlies,103.3,109.9,-6.7,0.515,6.5,21.9,14.0,0.456,0.365,17.1,0.591,0.379,1,2015
1610612748,Miami Heat,109.0,103.2,5.8,0.559,6.4,22.0,14.8,0.442,0.347,13.6,0.581,0.655,0,2015
1610612749,Milwaukee Bucks,103.3,105.2,-1.9,0.543,5.6,24.1,15.9,0.454,0.352,16.1,0.5,0.393,1,2015
1610612750,Minnesota Timberwolves,106.8,108.8,-2.0,0.567,5.7,24.1,15.5,0.471,0.355,15.3,0.4,0.429,0,2015
1610612740,New Orleans Pelicans,103.1,108.5,-5.4,0.541,8.7,22.6,13.7,0.468,0.369,14.0,0.391,0.345,1,2015
1610612752,New York Knicks,101.7,105.1,-3.4,0.526,7.9,21.7,14.2,0.443,0.341,11.9,0.366,0.333,0,2015
1610612760,Oklahoma City Thunder,109.3,105.7,3.6,0.564,8.4,23.4,16.2,0.438,0.342,13.2,0.5,0.536,0,2015
1610612753,Orlando Magic,105.3,107.2,-1.9,0.542,7.9,24.1,14.4,0.46,0.359,15.5,0.432,0.4,0,2015
1610612755,Philadelphia 76ers,100.4,110.4,-10.0,0.526,9.4,21.7,16.5,0.464,0.359,15.3,0.143,0.069,0,2015
1610612756,Phoenix Suns,98.7,107.0,-8.2,0.517,9.1,20.9,17.3,0.467,0.377,15.0,0.308,0.321,0,2015
1610612757,Portland Trail Blazers,109.4,108.0,1.4,0.566,10.8,21.8,15.0,0.453,0.371,13.6,0.548,0.607,1,2015
1610612758,Sacramento Kings,103.4,106.5,-3.1,0.546,7.9,24.2,16.0,0.462,0.366,15.8,0.419,0.379,0,2015
1610612759,San Antonio Spurs,106.7,99.3,7.5,0.551,7.3,25.9,13.8,0.436,0.331,15.6,0.7,0.759,1,2015
1610612761,Toronto Raptors,109.1,104.9,4.2,0.557,9.2,19.9,13.9,0.444,0.373,14.2,0.627,0.7,1,2015
1610612762,Utah Jazz,102.8,100.0,2.8,0.542,9.1,20.4,16.1,0.446,0.357,15.0,0.333,0.467,0,2015
1610612764,Washington Wizards,103.5,101.2,2.3,0.542,8.7,24.6,14.5,0.462,0.371,16.2,0.471,0.581,1,2015
