TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,104.2,101.5,2.6,0.55,10.5,27.2,15.0,0.439,0.341,16.9,0.707,0.607,1,2014
1610612738,Boston Celtics,102.9,100.3,2.6,0.523,8.2,25.1,14.2,0.45,0.336,15.5,0.444,0.645,0,2014
1610612751,Brooklyn Nets,105.1,105.6,-0.4,0.535,7.0,22.1,14.6,0.456,0.358,14.6,0.571,0.567,1,2014
1610612766,Charlotte Hornets,97.5,102.0,-4.6,0.499,6.4,21.3,12.6,0.44,0.357,13.3,0.415,0.367,1,2014
1610612741,Chicago Bulls,103.0,100.5,2.5,0.531,8.3,22.9,14.7,0.435,0.335,12.9,0.66,0.571,1,2014
1610612739,Cleveland Cavaliers,108.9,102.0,6.9,0.57,10.8,23.6,15.2,0.456,0.343,14.2,0.606,0.741,0,2014
1610612742,Dallas Mavericks,102.8,105.2,-2.5,0.538,9.2,23.1,13.3,0.45,0.364,16.8,0.65,0.519,1,2014
1610612743,Denver Nuggets,101.9,106.3,-4.3,0.518,8.2,22.3,14.6,0.458,0.346,14.7,0.368,0.345,0,2014
1610612765,Detroit Pistons,103.1,104.4,-1.3,0.516,9.1,22.9,14.2,0.456,0.355,14.8,0.375,0.393,0,2014
1610612744,Golden State Warriors,109.8,99.7,10.0,0.568,10.8,27.5,14.5,0.428,0.337,16.3,0.742,0.806,1,2014
1610612745,Houston Rockets,105.0,100.8,4.2,0.555,11.6,22.6,17.0,0.443,0.322,16.7,0.595,0.69,1,2014
1610612754,Indiana Pacers,103.9,99.6,4.2,0.537,7.9,22.7,14.8,0.435,0.345,13.5,0.479,0.607,1,2014
1610612746,Los Angeles Clippers,108.6,100.3,8.4,0.563,10.5,25.9,12.9,0.442,0.349,14.9,0.632,0.75,1,2014
1610612747,Los Angeles Lakers,100.2,107.3,-7.1,0.514,6.7,21.7,13.8,0.466,0.363,13.5,0.326,0.276,0,2014
1610612763,Memphis Grizzlies,100.2,99.4,0.8,0.522,5.5,23.1,14.2,0.442,0.351,16.3,0.682,0.552,1,2014
1610612748,Miami Heat,101.5,102.4,-0.9,0.537,7.4,21.6,16.1,0.454,0.353,16.1,0.575,0.5,1,2014
1610612749,Milwaukee Bucks,97.5,99.4,-1.8,0.516,6.9,24.6,17.5,0.437,0.342,18.1,0.465,0.379,0,2014
1610612750,Minnesota Timberwolves,100.8,110.4,-9.6,0.527,5.2,22.5,15.6,0.487,0.367,15.8,0.308,0.172,0,2014
1610612740,New Orleans Pelicans,105.2,102.8,2.4,0.547,7.7,23.7,14.3,0.456,0.335,13.2,0.523,0.621,0,2014
1610612752,New York Knicks,93.8,106.4,-12.5,0.495,7.4,22.9,15.8,0.46,0.38,15.1,0.35,0.241,0,2014
1610612760,Oklahoma City Thunder,107.8,107.0,0.8,0.539,7.9,21.0,15.1,0.44,0.343,14.0,0.452,0.586,1,2014
1610612753,Orlando Magic,99.9,104.7,-4.8,0.512,7.1,21.8,15.7,0.463,0.368,15.2,0.42,0.308,0,2014
1610612755,Philadelphia 76ers,95.6,102.6,-6.9,0.494,8.7,21.2,18.3,0.449,0.35,17.3,0.333,0.207,0,2014
1610612756,Phoenix Suns,97.1,102.2,-5.0,0.506,8.7,20.6,15.4,0.452,0.352,15.8,0.468,0.357,0,2014
1610612757,Portland Trail Blazers,106.8,104.5,2.3,0.552,10.3,22.9,14.2,0.439,0.338,12.7,0.545,0.517,1,2014
1610612758,Sacramento Kings,103.9,107.2,-3.3,0.548,5.8,21.0,16.8,0.456,0.349,13.3,0.439,0.367,0,2014
1610612759,San Antonio Spurs,110.5,99.5,11.0,0.577,8.6,25.4,14.6,0.444,0.36,14.8,0.5,0.724,1,2014
1610612761,Toronto Raptors,106.4,105.8,0.7,0.549,9.4,22.0,13.7,0.459,0.346,15.3,0.512,0.448,1,2014
1610612762,Utah Jazz,101.8,94.8,6.9,0.528,8.1,21.8,16.8,0.446,0.362,14.4,0.415,0.655,0,2014
1610612764,Washington Wizards,98.6,99.9,-1.3,0.518,6.3,25.1,15.7,0.433,0.349,14.6,0.5,0.464,1,2014
