TEAM_ID,TEAM_NAME,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Season_Year
1610612737,Atlanta Hawks,118.7,116.8,1.8,0.598,10.5,24.4,12.6,0.486,0.356,13.8,0.465,0.522,0,2022
1610612738,Boston Celtics,115.9,108.1,7.8,0.596,15.9,26.5,13.3,0.463,0.345,12.6,0.649,0.652,1,2022
1610612751,Brooklyn Nets,110.3,111.5,-1.2,0.572,12.9,25.8,13.9,0.463,0.367,13.9,0.6,0.458,1,2022
1610612766,Charlotte Hornets,104.6,110.1,-5.5,0.559,10.5,24.6,13.9,0.477,0.357,14.0,0.465,0.455,0,2022
1610612741,Chicago Bulls,114.3,107.9,6.4,0.595,10.4,24.4,13.3,0.468,0.357,15.0,0.395,0.609,1,2022
1610612739,Cleveland Cavaliers,115.0,109.4,5.6,0.587,11.9,25.7,13.7,0.468,0.368,16.1,0.533,0.619,1,2022
1610612742,Dallas Mavericks,115.5,116.3,-0.8,0.607,15.4,23.3,12.4,0.485,0.352,13.3,0.473,0.318,1,2022
1610612743,Denver Nuggets,113.0,112.3,0.7,0.58,11.9,29.1,14.7,0.478,0.344,13.6,0.595,0.522,1,2022
1610612765,Detroit Pistons,105.8,115.2,-9.4,0.55,11.3,22.9,15.0,0.489,0.36,13.5,0.297,0.087,0,2022
1610612744,Golden State Warriors,115.9,109.6,6.4,0.602,16.1,28.9,15.8,0.468,0.364,13.8,0.488,0.625,1,2022
1610612745,Houston Rockets,111.5,119.1,-7.6,0.559,10.4,22.3,16.2,0.482,0.374,13.1,0.4,0.375,0,2022
1610612754,Indiana Pacers,115.6,119.8,-4.2,0.601,13.3,26.4,14.6,0.485,0.373,14.7,0.521,0.409,0,2022
1610612746,LA Clippers,116.0,114.8,1.1,0.612,12.7,24.0,14.3,0.474,0.365,13.0,0.524,0.524,1,2022
1610612747,Los Angeles Lakers,114.3,109.2,5.2,0.591,10.5,24.6,13.7,0.469,0.344,12.3,0.523,0.696,0,2022
1610612763,Memphis Grizzlies,115.6,110.6,5.0,0.589,11.8,25.5,13.3,0.453,0.355,14.8,0.583,0.64,1,2022
1610612748,Miami Heat,114.6,115.7,-1.1,0.604,12.3,24.5,13.8,0.482,0.367,16.1,0.593,0.522,1,2022
1610612749,Milwaukee Bucks,117.3,111.9,5.4,0.608,14.5,25.2,14.3,0.456,0.354,11.6,0.771,0.708,1,2022
1610612750,Minnesota Timberwolves,111.4,111.7,-0.3,0.585,11.9,25.6,15.0,0.471,0.369,15.1,0.583,0.524,1,2022
1610612740,New Orleans Pelicans,112.7,109.4,3.3,0.588,10.9,25.8,14.5,0.472,0.339,14.9,0.459,0.522,0,2022
1610612752,New York Knicks,118.2,113.2,5.0,0.603,12.7,23.1,13.1,0.462,0.357,12.8,0.511,0.636,0,2022
1610612760,Oklahoma City Thunder,111.8,113.0,-1.2,0.562,11.8,23.7,12.7,0.474,0.358,16.3,0.395,0.48,0,2022
1610612753,Orlando Magic,108.4,111.5,-3.1,0.564,10.8,23.2,15.1,0.476,0.351,14.7,0.432,0.435,0,2022
1610612755,Philadelphia 76ers,118.4,112.5,5.9,0.62,12.8,25.6,13.9,0.473,0.348,14.5,0.622,0.64,1,2022
1610612756,Phoenix Suns,114.9,110.7,4.1,0.575,12.3,27.5,13.6,0.466,0.357,14.5,0.472,0.591,1,2022
1610612757,Portland Trail Blazers,106.5,120.3,-13.8,0.563,12.9,24.3,14.5,0.491,0.379,13.6,0.417,0.208,0,2022
1610612758,Sacramento Kings,120.1,115.9,4.2,0.61,13.5,26.8,13.3,0.492,0.373,14.0,0.568,0.64,0,2022
1610612759,San Antonio Spurs,106.9,117.4,-10.5,0.551,10.8,26.4,14.8,0.507,0.391,13.4,0.393,0.348,0,2022
1610612761,Toronto Raptors,112.2,110.3,1.9,0.552,10.9,24.3,11.8,0.491,0.374,16.9,0.432,0.565,1,2022
1610612762,Utah Jazz,109.3,113.4,-4.1,0.567,13.1,25.6,15.1,0.473,0.361,12.4,0.442,0.364,1,2022
1610612764,Washington Wizards,110.7,117.1,-6.4,0.579,11.3,25.5,14.2,0.473,0.366,12.4,0.366,0.292,0,2022
