TEAM_NAME,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors_eFG%,Offense Four Factors_TOV%,Offense Four Factors_ORB%,Offense Four Factors_FT/FGA,Defense Four Factors_eFG%,Defense Four Factors_TOV%,Defense Four Factors_DRB%,Defense Four Factors_FT/FGA,Is_Playoff,Season_Year,Target_Top4,Target_Top2,Target_Champ,Has_Top5_MVP,All_NBA_Count,Conference,Age_Diff,Age_Rank,Post_ORtg,Post_DRtg,Post_NRtg,Post_TS_PCT,Team_3PM_per100,Team_AST_per100,Team_TOV_per100,Opp_FG_PCT,Opp_FG3_PCT,Opp_TOV_forced,Clutch_Win_PCT,Post_AllStar_Win_PCT,Prev_Year_Playoff_Round,Playoff_Ready_Players,Team_Total_VORP,Team_Avg_OBPM,Team_Avg_DBPM,Playoff_Core_VORP_Share,Core_Fatigue_MP,Bench_Tactical_BPM,Diff_PTS,Diff_eFG,Diff_REB,Diff_TOV,Elo_Score,Age_Diff_Rank,W_Rank,SRS_Rank,NRtg_Rank,ORtg_Rank,DRtg_Rank,MOV_Rank,TS%_Rank,Team_Total_VORP_Rank,Team_Avg_OBPM_Rank,Team_Avg_DBPM_Rank,Playoff_Core_VORP_Share_Rank,Bench_Tactical_BPM_Rank,Core_Fatigue_MP_Rank,Elo_Score_Rank,Diff_PTS_Rank,Diff_eFG_Rank,Diff_REB_Rank,Diff_TOV_Rank,Elite_Defense_Flag,Two_Way_Score,Two_Way_Rank,eFG_Diff,eFG_Diff_Rank,Superstar_Impact_Score,Superstar_Impact_Rank,Conf_Seed,Dynasty_Cluster,Is_Dynasty_Profile
Memphis Grizzlies,28.5,50.0,32.0,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,1,2013,1,0,0,0,1,West,0.2879999999999967,3.0,105.6,102.0,3.6,0.543,5.4,24.0,15.0,0.45,0.355,15.5,0.673,0.7,1,11.0,14.7,-0.782,1.191,0.973,12034.0,-0.433,4.146341463414643,-0.0022900290841991,3.658536585365858,-1.512195121951219,1565.6268292682928,3.0,9.0,13.0,14.0,15.0,7.0,14.0,21.0,7.0,17.0,1.0,24.0,5.0,23.0,11.0,7.0,15.0,2.0,4.0,1,22.0,10.0,-0.0030000000000000027,16.0,15.7,8.0,7.0,0,1
Dallas Mavericks,30.6,49.0,33.0,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,1,2013,0,0,0,0,0,West,1.8120000000000047,9.0,111.1,107.4,3.7,0.571,9.2,24.6,14.1,0.464,0.359,16.7,0.542,0.607,0,14.0,10.7,-0.486,-0.007,1.028,11049.0,-1.533,-0.5975609756097526,0.013046123091834,-3.658536585365852,-0.7073170731707314,1572.918292682927,9.0,10.0,11.0,12.0,3.0,22.0,12.0,6.0,13.0,13.0,17.0,19.0,12.0,10.0,9.0,18.0,12.0,28.0,9.0,0,25.0,14.0,0.01100000000000001,10.0,10.7,13.0,8.0,0,1
Phoenix Suns,26.2,48.0,34.0,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14.0,26.4,0.222,0.496,13.9,73.7,0.237,0,2013,0,0,0,0,0,West,2.5879999999999974,15.0,107.7,104.7,3.0,0.566,9.6,19.6,15.8,0.456,0.341,15.8,0.52,0.581,0,12.0,3.6,-1.383,-0.525,1.611,10721.0,-3.233,-6.463414634146332,-0.0337334897395447,-1.743902439024389,0.2439024390243904,1570.9097560975608,15.0,11.0,10.0,10.0,8.0,15.0,11.0,7.0,28.0,26.0,24.0,2.0,24.0,6.0,10.0,28.0,27.0,23.0,19.0,0,23.0,11.0,0.02300000000000002,8.0,3.6,28.0,9.0,0,1
Minnesota Timberwolves,26.3,40.0,42.0,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,0,2013,0,0,0,0,0,West,2.487999999999996,12.0,107.2,107.0,0.3,0.549,7.4,24.1,14.0,0.471,0.364,16.5,0.39,0.517,0,13.0,7.9,-0.638,0.169,0.949,10393.0,-1.033,-2.3658536585365795,-0.0384268853751752,-0.0975609756097597,-1.073170731707318,1542.841463414634,12.0,17.0,9.0,11.0,9.0,12.0,10.0,18.0,19.0,14.0,12.0,26.0,7.0,4.0,14.0,21.0,28.0,15.0,8.0,0,21.0,9.0,-0.03200000000000003,26.0,7.9,19.0,10.0,0,1
Denver Nuggets,26.0,36.0,46.0,35,47,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.306,0.278,0.536,0.497,14.0,27.5,0.222,0.5,12.8,74.5,0.233,0,2013,0,0,0,0,0,West,2.7879999999999967,17.0,102.7,106.5,-3.7,0.535,8.6,22.6,16.0,0.457,0.351,14.5,0.512,0.387,1,13.0,16.4,0.315,0.108,0.878,12000.0,0.7,5.08536585365853,0.022524927695441,3.439024390243908,-0.6341463414634134,1460.7073170731708,17.0,20.0,18.0,20.0,16.0,21.0,20.0,17.0,5.0,3.0,13.0,29.0,2.0,22.0,20.0,5.0,7.0,4.0,11.0,0,37.0,20.0,-0.0030000000000000027,16.0,16.4,7.0,11.0,0,1
New Orleans Pelicans,24.3,34.0,48.0,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,0,2013,0,0,0,0,0,West,4.487999999999996,29.0,104.8,109.5,-4.7,0.546,6.3,22.7,14.7,0.465,0.357,15.4,0.5,0.367,0,13.0,6.6,-0.692,-0.731,1.333,11236.0,-2.067,0.0,0.0,0.0,0.0,1444.690243902439,29.0,21.0,21.0,21.0,13.0,27.0,21.0,16.0,23.0,15.0,26.0,7.0,21.0,14.0,21.0,15.0,14.0,13.0,16.0,0,40.0,22.0,-0.020000000000000018,22.0,6.6,23.0,12.0,0,1
Sacramento Kings,24.9,28.0,54.0,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,0,2013,0,0,0,0,0,West,3.887999999999998,23.0,101.3,106.2,-5.0,0.526,6.3,19.7,15.9,0.461,0.38,14.2,0.357,0.345,0,12.0,5.5,0.1,-0.942,1.127,10990.0,-1.867,-4.878048780487802,-0.0257274639852541,-3.0,-0.109756097560977,1421.239024390244,23.0,24.0,22.0,22.0,20.0,23.0,22.0,20.0,25.0,4.0,29.0,11.0,17.0,9.0,22.0,27.0,26.0,27.0,15.0,0,43.0,23.0,-0.028000000000000025,23.0,5.5,25.0,13.0,0,1
Los Angeles Lakers,26.8,27.0,55.0,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,0.513,12.4,71.0,0.192,0,2013,0,0,0,1,2,West,1.987999999999996,11.0,103.9,111.8,-7.8,0.555,9.5,24.5,15.2,0.468,0.361,14.2,0.421,0.31,1,12.0,12.7,-0.008,-0.175,0.984,11583.0,-1.133,1.1585365853658516,0.0173644604542634,2.146341463414636,2.085365853658536,1368.830487804878,11.0,25.0,26.0,27.0,21.0,28.0,27.0,13.0,10.0,9.0,20.0,22.0,8.0,16.0,25.0,11.0,11.0,8.0,29.0,0,49.0,27.0,-0.008000000000000007,18.0,17.7,6.0,14.0,-1,0
Utah Jazz,24.5,25.0,57.0,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,0,2013,0,0,0,0,0,West,4.287999999999997,28.0,102.2,112.1,-10.0,0.531,7.1,21.9,15.8,0.473,0.376,13.6,0.475,0.2,0,12.0,10.6,-0.242,-0.133,0.991,11093.0,-1.6,-0.08536585365853,-0.011327513859291,1.207317073170728,0.048780487804878,1347.4134146341464,28.0,26.0,28.0,28.0,25.0,29.0,28.0,23.0,14.0,10.0,18.0,21.0,13.0,11.0,27.0,16.0,20.0,11.0,18.0,0,54.0,28.0,-0.03400000000000003,27.0,10.6,14.0,15.0,0,1
Miami Heat,30.3,66.0,16.0,62,20,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73.0,0.2,1,2012,1,1,1,1,2,East,1.512000000000004,8.0,110.3,98.3,11.9,0.597,9.5,25.0,15.1,0.44,0.35,16.9,0.8,0.938,1,12.0,14.2,-0.483,0.55,1.134,9372.0,-2.5,5.984848484848484,0.0240501763631281,1.8484848484848515,-1.5909090909090915,1696.9134146341464,8.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,4.0,12.0,6.0,9.0,20.0,21.0,2.0,4.0,5.0,6.0,4.0,1,11.0,3.0,0.06500000000000006,1.0,19.2,2.0,1.0,0,1
New York Knicks,30.2,54.0,28.0,53,29,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,1,2012,0,0,0,0,2,East,1.4120000000000026,7.0,108.3,104.3,4.0,0.556,11.9,21.2,13.2,0.458,0.357,16.6,0.564,0.688,1,14.0,10.7,-0.443,0.557,0.991,9079.0,-0.733,3.1969696969696884,0.0060647547891499,-0.106060606060609,-1.0454545454545467,1603.510975609756,7.0,7.0,7.0,6.0,3.0,18.0,6.0,6.0,8.0,10.0,5.0,20.0,7.0,13.0,7.0,8.0,15.0,16.0,7.0,0,21.0,8.0,0.007000000000000006,13.0,12.7,7.0,2.0,0,1
Indiana Pacers,25.7,49.0,32.0,52,29,4.02,-0.69,3.34,104.3,99.8,4.5,90.2,0.293,0.245,0.521,0.479,14.3,30.3,0.219,0.453,12.9,74.6,0.197,1,2012,0,0,0,0,0,East,3.0879999999999974,18.0,104.7,98.1,6.7,0.541,7.5,22.2,16.5,0.42,0.327,14.8,0.535,0.607,1,12.0,10.7,-0.25,0.083,1.037,9760.0,-1.433,3.303030303030312,-0.002129678990374,1.5757575757575708,-0.9090909090909084,1581.5814814814814,18.0,8.0,9.0,8.0,19.0,1.0,8.0,19.0,8.0,6.0,13.0,18.0,10.0,25.0,8.0,7.0,18.0,9.0,10.0,1,20.0,7.0,0.025999999999999968,5.0,10.7,11.0,3.0,0,1
Brooklyn Nets,28.6,49.0,33.0,46,36,1.78,-0.53,1.25,108.2,106.2,2.0,88.8,0.299,0.269,0.536,0.498,14.0,30.9,0.219,0.503,13.1,73.7,0.174,1,2012,0,0,0,0,0,East,0.18799999999999528,2.0,107.4,103.5,3.9,0.546,8.4,22.4,16.2,0.464,0.366,14.8,0.65,0.621,0,14.0,2.0,-0.757,-1.129,2.35,8721.0,-3.0,-5.984848484848484,-0.0411227166192934,-2.2727272727272734,0.787878787878789,1548.0182926829268,2.0,8.0,12.0,10.0,8.0,17.0,10.0,13.0,26.0,22.0,29.0,2.0,25.0,10.0,10.0,28.0,27.0,27.0,21.0,0,25.0,10.0,-0.0050000000000000044,15.0,2.0,26.0,3.0,0,1
Chicago Bulls,28.0,45.0,37.0,42,40,0.32,-0.33,-0.02,103.5,103.2,0.3,89.3,0.259,0.189,0.512,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206,1,2012,0,0,0,0,0,East,0.7879999999999967,6.0,100.7,102.9,-2.2,0.512,6.0,25.3,15.7,0.443,0.346,15.1,0.592,0.5,1,12.0,15.5,0.425,1.025,0.877,9126.0,0.633,8.181818181818173,0.0411279841660969,6.68181818181818,0.712121212121211,1514.3341463414636,6.0,11.0,14.0,14.0,23.0,6.0,14.0,25.0,1.0,4.0,3.0,27.0,2.0,14.0,13.0,1.0,3.0,1.0,20.0,1,29.0,13.0,-0.007000000000000006,16.0,15.5,5.0,5.0,0,1
Atlanta Hawks,27.1,44.0,38.0,42,40,0.4,-0.48,-0.08,104.8,104.4,0.4,92.6,0.244,0.286,0.546,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181,1,2012,0,0,0,0,0,East,1.6879999999999953,9.0,103.6,103.1,0.6,0.551,9.1,25.9,15.7,0.45,0.379,16.1,0.55,0.484,1,14.0,10.5,-0.471,0.414,0.952,9779.0,-0.3,3.4393939393939377,0.0191973658748343,-1.106060606060609,-1.1818181818181817,1509.7756097560975,9.0,14.0,15.0,13.0,18.0,10.0,13.0,9.0,10.0,11.0,8.0,24.0,5.0,26.0,15.0,6.0,6.0,20.0,6.0,1,28.0,12.0,0.02100000000000002,8.0,10.5,12.0,6.0,0,1
Boston Celtics,29.1,41.0,40.0,40,41,-0.22,-0.4,-0.62,103.1,103.3,-0.2,91.7,0.263,0.215,0.542,0.503,14.1,20.1,0.204,0.482,14.2,73.3,0.216,1,2012,1,0,0,0,1,East,0.3120000000000047,4.0,102.9,102.5,0.4,0.559,6.5,24.1,15.4,0.441,0.342,16.2,0.5,0.448,1,15.0,10.4,-1.9,1.18,1.067,9329.0,-2.167,2.515151515151516,0.0451975556172219,-4.4090909090909065,-0.8484848484848477,1492.551851851852,4.0,16.0,17.0,16.0,24.0,7.0,16.0,12.0,11.0,29.0,1.0,16.0,15.0,20.0,17.0,11.0,2.0,28.0,11.0,1,31.0,15.0,0.02100000000000002,8.0,11.4,9.0,7.0,0,1
Milwaukee Bucks,26.4,38.0,44.0,37,45,-1.5,-0.33,-1.83,103.6,105.2,-1.6,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201,1,2012,0,0,0,0,0,East,2.387999999999998,13.0,102.9,104.3,-1.4,0.518,7.6,23.7,14.6,0.454,0.348,16.6,0.568,0.387,0,14.0,8.6,-0.421,0.15,0.93,8437.0,-0.9,0.2727272727272662,-0.0076749686315178,-2.242424242424242,-1.8181818181818183,1461.5743902439024,13.0,18.0,18.0,18.0,22.0,12.0,19.0,28.0,17.0,9.0,12.0,25.0,8.0,8.0,18.0,17.0,20.0,26.0,3.0,0,34.0,18.0,-0.016000000000000014,22.0,8.6,17.0,8.0,0,1
Toronto Raptors,25.4,34.0,48.0,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,0.274,0.249,0.532,0.488,13.0,25.5,0.216,0.5,13.6,73.4,0.247,0,2012,0,0,0,0,0,East,3.387999999999998,20.0,101.0,104.4,-3.3,0.534,7.5,23.3,14.8,0.458,0.361,15.4,0.396,0.448,0,14.0,4.4,-1.336,-0.15,1.341,8653.0,-2.133,-3.303030303030297,0.0004188641765875,1.4696969696969688,1.9848484848484844,1444.990243902439,20.0,19.0,20.0,18.0,13.0,22.0,18.0,16.0,23.0,26.0,18.0,6.0,14.0,9.0,19.0,22.0,17.0,10.0,28.0,0,35.0,19.0,-0.01200000000000001,19.0,4.4,23.0,9.0,0,1
Philadelphia 76ers,25.2,34.0,48.0,31,51,-3.34,-0.17,-3.51,102.0,105.7,-3.7,91.0,0.2,0.209,0.509,0.481,12.5,24.9,0.146,0.495,13.7,73.4,0.2,0,2012,0,0,0,0,0,East,3.5879999999999974,24.0,100.6,104.8,-4.2,0.515,6.8,24.7,14.1,0.454,0.349,15.5,0.452,0.387,1,11.0,12.0,-0.636,1.045,0.983,9605.0,-1.733,4.242424242424249,0.0191356424272087,-0.5909090909090935,-2.727272727272726,1421.740243902439,24.0,19.0,24.0,23.0,26.0,15.0,23.0,29.0,5.0,19.0,2.0,21.0,11.0,24.0,22.0,5.0,7.0,19.0,1.0,0,41.0,22.0,-0.014000000000000012,20.0,12.0,8.0,9.0,0,1
Washington Wizards,25.4,29.0,53.0,33,49,-2.54,-0.25,-2.78,100.2,103.0,-2.8,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206,0,2012,0,0,0,0,0,East,3.387999999999998,20.0,101.9,102.2,-0.2,0.529,7.1,23.1,16.1,0.44,0.349,15.5,0.302,0.452,0,14.0,2.0,-0.871,-0.457,1.55,8007.0,-2.233,-4.803030303030297,-0.0199124494261921,-1.8636363636363669,0.0606060606060605,1414.3975609756096,20.0,23.0,22.0,21.0,30.0,5.0,21.0,25.0,26.0,24.0,22.0,4.0,16.0,4.0,23.0,26.0,25.0,24.0,19.0,1,35.0,19.0,-0.008000000000000007,17.0,2.0,26.0,11.0,0,1
Detroit Pistons,25.3,29.0,53.0,29,53,-3.99,-0.34,-4.33,103.8,108.1,-4.3,90.8,0.282,0.217,0.521,0.487,14.3,28.3,0.197,0.505,13.1,73.0,0.209,0,2012,0,0,0,0,0,East,3.487999999999996,22.0,100.4,109.7,-9.2,0.528,6.8,23.0,16.4,0.459,0.36,14.9,0.342,0.286,0,12.0,2.5,-1.667,-0.5,1.88,9410.0,-4.6,-4.787878787878796,-0.0321645404829403,-0.4696969696969688,1.121212121212121,1391.1475609756096,22.0,23.0,26.0,24.0,21.0,23.0,25.0,19.0,25.0,28.0,24.0,3.0,28.0,22.0,25.0,25.0,26.0,17.0,23.0,0,44.0,25.0,-0.018000000000000016,23.0,2.5,25.0,11.0,0,1
Cleveland Cavaliers,24.1,24.0,58.0,28,54,-4.68,-0.19,-4.87,104.3,109.4,-5.1,92.3,0.265,0.229,0.514,0.473,13.0,28.1,0.2,0.523,14.4,72.6,0.225,0,2012,0,0,0,0,0,East,4.687999999999995,29.0,101.2,107.1,-5.9,0.516,7.1,22.1,15.0,0.476,0.372,16.3,0.408,0.276,0,13.0,1.2,-1.562,-1.0,3.5,8301.0,-5.133,-7.196969696969703,-0.0456140951146022,-0.5303030303030312,1.5151515151515138,1364.7548780487805,29.0,28.0,27.0,26.0,19.0,27.0,26.0,22.0,28.0,27.0,28.0,1.0,30.0,7.0,27.0,29.0,29.0,18.0,24.0,0,46.0,27.0,-0.050000000000000044,29.0,1.2,28.0,13.0,0,1
Charlotte Hornets,24.4,21.0,61.0,17,65,-9.23,-0.06,-9.29,101.5,111.5,-10.0,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.524,13.2,71.1,0.197,0,2012,0,0,0,0,0,East,4.387999999999998,26.0,98.9,110.3,-11.3,0.512,6.1,20.8,15.1,0.471,0.388,15.1,0.4,0.3,0,14.0,-5.8,-2.821,-1.407,0.034,7986.0,-5.033,-13.909090909090908,-0.0726228996789063,-6.060606060606062,1.0151515151515156,1287.479268292683,26.0,29.0,30.0,30.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,3.0,30.0,30.0,30.0,29.0,22.0,0,58.0,30.0,-0.064,30.0,-5.8,30.0,14.0,-1,0
Orlando Magic,24.6,20.0,62.0,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,0.508,11.8,74.6,0.195,0,2012,0,0,0,0,0,East,4.187999999999995,25.0,97.8,109.0,-11.3,0.505,6.6,24.5,15.6,0.463,0.359,13.3,0.279,0.167,1,11.0,9.3,-0.509,0.073,1.086,9158.0,-2.367,0.7878787878787961,0.0164362180261429,1.1212121212121176,1.7727272727272716,1316.3707317073172,25.0,30.0,29.0,29.0,27.0,25.0,29.0,22.0,15.0,16.0,14.0,14.0,17.0,16.0,29.0,15.0,8.0,12.0,26.0,0,52.0,28.0,-0.02300000000000002,24.0,9.3,15.0,15.0,0,1
Oklahoma City Thunder,26.0,60.0,22.0,64,18,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,1,2012,1,1,0,1,2,West,2.7879999999999967,17.0,110.4,98.2,12.2,0.575,7.7,22.5,16.0,0.425,0.346,15.5,0.568,0.724,1,12.0,14.6,-0.508,0.458,1.048,10359.0,-2.733,6.121212121212125,0.0515719817702137,2.4090909090909065,2.1515151515151505,1706.7621951219512,17.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,15.0,7.0,17.0,22.0,30.0,1.0,3.0,1.0,5.0,29.0,1,5.0,1.0,0.05800000000000005,2.0,19.6,1.0,1.0,0,1
San Antonio Spurs,28.6,58.0,24.0,58,24,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.258,0.264,0.568,0.531,14.0,20.5,0.204,0.48,13.7,74.9,0.179,1,2012,1,0,0,1,1,West,0.18799999999999528,2.0,103.2,100.6,2.6,0.553,8.4,26.1,15.3,0.442,0.353,15.5,0.651,0.571,1,14.0,14.4,0.85,0.371,0.896,7976.0,-0.0,7.166666666666671,0.0402183839288691,1.7727272727272734,-0.166666666666666,1662.2451219512195,2.0,3.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,1.0,10.0,26.0,3.0,2.0,3.0,2.0,4.0,7.0,17.0,1,10.0,2.0,0.051000000000000045,3.0,18.4,3.0,2.0,0,1
Denver Nuggets,26.1,57.0,25.0,55,27,5.09,0.28,5.37,110.4,105.1,5.3,95.1,0.308,0.217,0.549,0.515,13.6,31.4,0.216,0.493,14.3,71.8,0.193,1,2012,0,0,0,0,0,West,2.6879999999999953,16.0,109.8,100.7,9.0,0.562,6.5,25.2,15.7,0.444,0.363,16.4,0.617,0.857,1,13.0,10.1,0.769,-0.108,0.822,9131.0,1.3,2.878787878787876,0.0074868826900298,2.8030303030303045,-0.1969696969696972,1639.0865853658536,16.0,4.0,5.0,5.0,5.0,11.0,5.0,7.0,14.0,2.0,17.0,28.0,1.0,15.0,5.0,9.0,14.0,4.0,16.0,1,16.0,5.0,0.02200000000000002,7.0,10.1,14.0,3.0,0,1
LA Clippers,28.8,56.0,26.0,59,23,6.45,-0.02,6.43,110.6,103.6,7.0,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229,1,2012,0,0,0,1,2,West,0.012000000000004007,1.0,110.3,104.2,6.1,0.571,8.3,25.9,15.9,0.443,0.373,17.5,0.531,0.654,1,13.0,11.3,-0.5,-0.185,1.106,9924.0,-2.4,2.5606060606060623,0.0107245115505058,1.7727272727272734,-1.3181818181818183,1651.328048780488,1.0,5.0,4.0,3.0,4.0,8.0,3.0,5.0,6.0,14.0,21.0,11.0,18.0,27.0,4.0,10.0,10.0,7.0,5.0,1,12.0,4.0,0.03400000000000003,4.0,16.3,4.0,4.0,0,1
Memphis Grizzlies,27.0,56.0,26.0,54,28,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.261,0.166,0.514,0.472,13.3,31.0,0.202,0.475,15.2,74.3,0.209,1,2012,0,0,0,0,0,West,1.7879999999999967,10.0,103.5,97.0,6.6,0.52,5.2,23.2,15.5,0.435,0.338,17.1,0.6,0.742,1,10.0,10.8,-0.55,0.39,1.093,10262.0,-4.2,2.015151515151516,-0.0112667277691378,1.393939393939398,-2.6515151515151523,1619.6780487804879,10.0,5.0,6.0,7.0,17.0,2.0,7.0,22.0,7.0,18.0,9.0,12.0,27.0,29.0,6.0,12.0,21.0,11.0,2.0,1,19.0,6.0,-0.0030000000000000027,14.0,10.8,10.0,4.0,0,1
Golden State Warriors,25.3,47.0,35.0,44,38,0.89,0.42,1.32,106.4,105.5,0.9,94.5,0.255,0.239,0.545,0.506,14.0,25.4,0.201,0.486,12.4,75.5,0.211,1,2012,0,0,0,0,0,West,3.487999999999996,22.0,104.5,101.1,3.4,0.547,8.3,23.4,15.7,0.439,0.347,14.1,0.6,0.567,0,11.0,4.8,-0.327,-0.727,1.271,8288.0,-2.867,-3.4090909090909207,0.0096238772895876,-6.651515151515156,-0.954545454545455,1541.7512195121951,22.0,10.0,11.0,12.0,11.0,14.0,12.0,10.0,22.0,7.0,25.0,7.0,24.0,6.0,11.0,23.0,11.0,30.0,8.0,0,25.0,10.0,0.020000000000000018,10.0,4.8,22.0,6.0,0,1
Houston Rockets,24.4,45.0,37.0,50,32,3.48,0.22,3.69,109.7,106.1,3.6,96.1,0.308,0.349,0.564,0.525,14.9,26.4,0.232,0.502,13.5,75.2,0.196,1,2012,0,0,0,0,0,West,4.387999999999998,26.0,107.2,101.6,5.5,0.566,10.9,23.8,16.9,0.454,0.368,15.1,0.523,0.593,0,10.0,9.2,0.61,0.16,0.967,8890.0,-0.433,0.2272727272727337,0.0015102247315722,0.4090909090909065,-0.2575757575757578,1569.9841463414634,26.0,11.0,8.0,9.0,6.0,16.0,9.0,4.0,16.0,3.0,11.0,23.0,6.0,11.0,9.0,18.0,16.0,14.0,15.0,0,22.0,9.0,0.02300000000000002,6.0,9.2,16.0,7.0,0,1
Los Angeles Lakers,30.7,45.0,37.0,44,38,1.16,0.32,1.48,107.8,106.6,1.2,94.4,0.345,0.303,0.548,0.512,13.9,27.0,0.239,0.496,11.9,74.3,0.163,1,2012,0,0,0,1,2,West,1.9120000000000026,12.0,107.0,104.0,3.0,0.554,9.1,23.2,15.7,0.453,0.357,13.6,0.556,0.714,1,12.0,10.4,-0.642,-0.042,1.077,9934.0,-2.7,1.424242424242422,0.0147785609732783,5.242424242424242,3.8181818181818175,1536.8341463414636,12.0,11.0,10.0,11.0,9.0,20.0,11.0,8.0,11.0,20.0,16.0,15.0,21.0,28.0,12.0,13.0,9.0,2.0,30.0,0,29.0,13.0,0.016000000000000014,11.0,15.4,6.0,7.0,0,1
Utah Jazz,26.3,43.0,39.0,41,41,-0.09,0.38,0.3,106.7,106.8,-0.1,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14.0,73.2,0.226,0,2012,0,0,0,0,0,West,2.487999999999996,15.0,103.7,104.3,-0.5,0.535,6.6,24.4,15.9,0.458,0.37,15.8,0.535,0.464,1,13.0,8.6,-0.4,-0.469,1.116,9307.0,-2.4,0.6212121212121247,-0.0119250538156647,3.030303030303031,-0.4848484848484844,1511.8170731707316,15.0,15.0,13.0,15.0,10.0,21.0,15.0,15.0,17.0,8.0,23.0,10.0,18.0,19.0,14.0,16.0,22.0,3.0,14.0,0,31.0,15.0,-0.009000000000000008,18.0,8.6,17.0,9.0,0,1
Dallas Mavericks,29.5,41.0,41.0,39,43,-0.6,0.36,-0.24,105.9,106.5,-0.6,94.1,0.242,0.236,0.544,0.506,13.0,21.8,0.192,0.492,13.3,73.1,0.227,0,2012,0,0,0,0,0,West,0.7120000000000033,5.0,105.6,103.8,1.8,0.554,7.7,24.1,14.4,0.445,0.359,15.2,0.489,0.6,1,13.0,10.2,-0.962,0.877,0.98,8919.0,-0.933,0.9545454545454533,0.0089375315141199,-1.1515151515151487,-0.6818181818181817,1496.4,5.0,16.0,16.0,17.0,13.0,19.0,17.0,11.0,13.0,25.0,4.0,22.0,9.0,12.0,16.0,14.0,13.0,21.0,13.0,0,32.0,17.0,0.014000000000000012,12.0,10.2,13.0,10.0,0,1
Portland Trail Blazers,24.4,33.0,49.0,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,0.512,12.5,73.3,0.189,0,2012,0,0,0,0,0,West,4.387999999999998,26.0,104.3,109.4,-5.1,0.546,8.8,23.3,15.7,0.474,0.34,14.0,0.478,0.276,0,12.0,6.0,-0.65,-0.767,1.183,9532.0,-2.833,-0.6212121212121104,-0.0169753176425517,-1.6363636363636402,-0.7121212121212128,1432.7817073170731,26.0,21.0,21.0,22.0,15.0,26.0,22.0,13.0,21.0,21.0,26.0,8.0,23.0,23.0,21.0,20.0,24.0,22.0,12.0,0,41.0,22.0,-0.014000000000000012,20.0,6.0,21.0,11.0,0,1
